audio_path,transcription
common_voice_as_22083706.mp3,মানুহৰ দৰে সিহঁতৰ স্বভাবো সাঁচতিয়াৰ।
common_voice_as_22083707.mp3,"বাকী কেইমাহত মোৰ কিবা কাম থাকিলে খবৰ দিম, তেতিয়া কৰি দি যাবি।"
common_voice_as_22083769.mp3,গুৱাহাটীৰ চিটী বাছ সেৱা অতি সুবিধাজনক।
common_voice_as_22083771.mp3,"“কচ, কিয় অহা নাই” অনুসন্ধান কৰিবলৈ কাকূতি মিনতি কৰিবলৈ ধৰিলে।"
common_voice_as_22083772.mp3,"ইয়াক প্ৰাচীন কালত ""প্ৰাগজ্যোতিষপুৰ"" নামেৰে জনা গৈছিল।"
common_voice_as_22083774.mp3,"পথাৰৰ কাম কৰিবলৈ ব'ৰ্ডে তোমাক ৰখা নাই, স্কুলৰ কাম কৰিবলৈহে ৰাখিছে।"
common_voice_as_22083775.mp3,বীৰদত্ত নাৱে-গাৱেঁ বীৰদত্ত।
common_voice_as_22083886.mp3,তেওঁলোকৰ বেচি ভাগৰে থকা ঘৰৰ ভেটিটোৰ বাহিৰে আন মাটি-বাৰী নাই।
common_voice_as_22083887.mp3,আপুনি অসমীয়াৰ বাহিৰে আন কোনো ভাষা জানেনে?
common_voice_as_22083888.mp3,ডেকা ত্ৰিশ-পয়ত্ৰিশ বছৰীয়া হৈ উপাৰ্জনক্ষম হ’লেহে তেওঁৰ বিয়াৰ চেষ্টা কৰা হৈছিল।
common_voice_as_22083890.mp3,পিছে অৰ্জুনে গোটেই খাণ্ডৱ বনৰ আকাশ শৰেৰে ঢাকি পেলাই।
common_voice_as_22083891.mp3,দুজন মানুহ আহি ওলাল ঘৰলৈ।
common_voice_as_22084002.mp3,তাই জানিলে যে জংকিয়ে আকৌ তাৰ প্ৰণয়িণীক গৈ বিচাৰি উলিয়াব।
common_voice_as_22084003.mp3,ৰুথক দেখিয়েই হাত জোকাৰি সকলোৰে কুশল বাৰ্ত্তা শুধিলে।
common_voice_as_22084005.mp3,প্ৰায় এবছৰমান পিছত মা দেউতা আৰু বাপু ৰেলেৰে পাঠশালাৰ দেউতাৰ ঘৰলৈ গৈ আছিল।
common_voice_as_22084006.mp3,আযোজন সম্পূৰ্ণ হ'লত দয়াৰামক লৈ সকলোটি সমদলে কন্যা ঘৰলৈ আগ বাঢ়িল।
common_voice_as_22084007.mp3,নতুন ভাবেৰে অনুপ্ৰাণিত হ'ব পাৰিছে তাৰো আভাস দিবলৈ ইয়াত যত্ন কৰা হৈছে।
common_voice_as_22084055.mp3,সেই ছোৱালী কোন?
common_voice_as_22084058.mp3,প্ৰতিকী ব্যঞ্জনাই জ্যোতিপ্ৰসাদৰ কলাত্মক বিবেচনাবোধৰ পৰিচয় দিয়ে।
common_voice_as_22084060.mp3,"আজি আহিব নোৱাৰে, অইন এদিন ভাল দিন চাই হোম পোৰা হ'ব।"
common_voice_as_22084061.mp3,এনেতে শালিকাটিয়ে উৰি আহি অলপ দূৰতে পৰি মাতিবলৈ ধৰিলে।
common_voice_as_22084062.mp3,"জিলাখনৰ পূবে গোলাঘাট জিলা, পশ্চিমে নগাঁও জিলা আৰু হোজাই জিলা।"
common_voice_as_22084102.mp3,মোৰ নেইলপলিছ বেয়া হৈ যাব।
common_voice_as_22084103.mp3,এই পানী কলৈ গ'ল? নষ্ট হ'ল নেকি? নষ্ট হোৱা নাই
common_voice_as_22084105.mp3,কচৰ সতে আজীৱন সংগিনী হৈ থকাৰ ইচ্ছাও প্ৰকট কৰিলে।
common_voice_as_22084106.mp3,সেই বাবে লাগিলে দুই চাৰি টকা খৰচো কৰিব পাৰোঁ।
common_voice_as_22084107.mp3,ওচৰতে ৰুলে আৰু মইনাটো এটা সোণৰ সজাত সুমাই ঘৰৰ পিৰালিতে আঁৰি দিলে।
common_voice_as_22084180.mp3,হালি আকৌ বিফল-মনোৰথ হ'ল।
common_voice_as_22084182.mp3,দক্ষই সতী আৰু তেওঁৰ মাজত অবিশ্বাসৰ সৃষ্টি কৰাৰ কাৰণে শিৱক জগৰীয়া কৰে।
common_voice_as_22084183.mp3,পুৰণিয়ে এই কথাৰ উত্তৰত এই প্রতিবাদ কৰে
common_voice_as_22084184.mp3,বৰষুণহে দিব এতিয়া।
common_voice_as_22084185.mp3,"মোক উপহাস কৰি, নিজ স্বাৰ্থ সিদ্ধি কৰি, মোক হাঁহিয়াতৰ পাত্ৰী কৰি পলায়ন কৰিব লৈছা।"
common_voice_as_22084217.mp3,এইবাৰ ছয়-সাত মাহলৈকে তেওঁ বেপাৰৰ নিমিত্তে দূৰলৈ যাব লগীয়াত পৰিল।
common_voice_as_22084218.mp3,প্ৰদূষণ হ্ৰাস কৰাৰ বহুতো উপায় আছে।
common_voice_as_22084219.mp3,দেউতাই গ্লাছখন ভাঙিলে আৰু পিন্ধি থকা চোলাটো খুলিলে।
common_voice_as_22084220.mp3,লেগ্ৰীয়ে টমৰ পেৰা খুলিবলৈ ধৰিলে।
common_voice_as_22084221.mp3,বলোৱেই হ'ল কন্যাদাতা।
common_voice_as_22084291.mp3,এনেতে লভিতাৰ বাপেক বাণেশ্বৰ বৰুৱাই কান্ধত ভাৰ এখন লৈ বেগাবেগিকৈ সোমায়হি
common_voice_as_22084294.mp3,এনে এটা ঘটনাৰ কথাও তহঁতে মোক জনাব নাপাৱনে?
common_voice_as_22084295.mp3,দেৱযানীৰ অনুৰোধ শুনাৰ লগে লগে ফুল অনাৰ উদ্দেশ্যে আশ্ৰমৰ বাহিৰ হ'ল।
common_voice_as_22084298.mp3,চুৰ কৰি নিলে কেটিএম ডিউক বাইক এখন।
common_voice_as_22084302.mp3,সকলো কথা শুনি নানা জনে নানা অভিমত প্ৰকাশ কৰিবলৈ ধৰিলে।
common_voice_as_22084545.mp3,তোক নাপালে মই এই জীৱনটোক নাৰাখোঁ।
common_voice_as_22084546.mp3,গছৰ তলত বহি অলপ ৰেষ্ট লোৱাচোন।
common_voice_as_22084548.mp3,সিংহই তাৰ গৰ্জ্জনিৰে চাৰিওফাল কঁপায়
common_voice_as_22084549.mp3,আমাৰ ক্ষুদ্ৰ শক্তিৰে তাক বুজি উঠা টান।
common_voice_as_22084550.mp3,আমি ল’ৰাবোৰে কিন্তু সেই টোপোলাটো সহজে ঘোটা-ঘুটি কৰিবলৈ নাপাইছিলোঁ
common_voice_as_22152172.mp3,টকাকেইটা আদায় হ'লে চেনিৰামৰ ওপৰত তেওঁ কৰ্তৃত্ব চলাব নোৱাৰিব।
common_voice_as_22152178.mp3,"দাৰোগাই ক'লে- ""মিছাতে ভয় কৰিছা কিয়?"""
common_voice_as_22152186.mp3,"তুমি মোতকৈ আগেয়ে উঠিলা, এতেকে তোমাৰ এভাগ মোৰ দুভাগ।"
common_voice_as_22152187.mp3,এই কথা দৈত্য সকলে জানিছিল।
common_voice_as_22152244.mp3,যোৱা দশককেইটাত গুৱাহাটীৰ যথেষ্ট ভৌগোলিক আৰু জনসংখ্যাৰ পৰিৱৰ্তন হৈছে।
common_voice_as_22152245.mp3,কিন্তু সেই বেয়া অভ্যাসে লোহাৰ শিকলিৰ দৰে তোমাক মেৰাই ধৰি নিতে কষ্ট দিব
common_voice_as_22152246.mp3,দ্বিতীয়খন অসমীয়া চলচ্চিত্ৰ ‘ইন্দ্ৰমালতী’ও জ্যোতিপ্ৰসাদৰে দান।
common_voice_as_22152247.mp3,"এটা কথা মনত ৰাখিব, ডাক্তৰক ফাকি দিলে ৰোগ-নিৰ্ণয় কৰাত ভুল হ'ব পাৰে।"
common_voice_as_22152248.mp3,লগে লগে এখন-দুখন তামোলো দিছে।
common_voice_as_22152318.mp3,মুখ্য মেলুহান বৈজ্ঞানিক যি শিৱৰ এজন ভাল বন্ধু হৈ পৰে।
common_voice_as_22152320.mp3,কাল যে একে ঠাইতে একেদৰে থিৰে নেথাকে তাৰ ভুল নাই।
common_voice_as_22152321.mp3,গেটমেন জনেও বহুত বিচাৰিহে তেওঁলোকক খবৰটো দিছে।
common_voice_as_22152322.mp3,ল'ৰা-ছোৱালীকেইটা টেটুত লগাত আগৰ দৰে কাম কৰিব নোৱাৰাত পৰিল।
common_voice_as_22152325.mp3,কম্পিউটাৰ গ্ৰাফিক্সৰ সহায়ত সাপটো সৃষ্টি কৰাৰ বিপৰীতে মেক-আপ কৰিছিল।
common_voice_as_22152402.mp3,দুয়ো নিৰ্দিষ্ট স্থানৰ পৰা দৌৰ আৰম্ভ কৰিলে হয়।
common_voice_as_22152405.mp3,বাপু আৰু দেউতাকে বহুত বহুত সময় কথা পাতিলে।
common_voice_as_22152406.mp3,আগেয়ে দুয়ো মুখলৈ চোৱা-চুই কৰি থাকিলেও মুখৰ ভাৱ নলৰিছিল।
common_voice_as_22152408.mp3,দুষাৰ-এষাৰ কথা পাতিবলৈ পালে মনত পৰম সন্তোষ পায়।
common_voice_as_22152410.mp3,কেনে প্ৰবল ভাল-পোৱা!
common_voice_as_22152477.mp3,স্বামীত তেওঁৰ অচলা ভক্তি।
common_voice_as_22152478.mp3,তেতিয়া সাচঁতিয়াৰ টকা নেথাকিলে ক'ৰ পৰা খাবা?
common_voice_as_22152479.mp3,পুৰুষজন আছিল সতীৰ প্ৰথম পুত্ৰ গণেশ।
common_voice_as_22152480.mp3,উলটি গৈ ভূধৰে হৰনাথকে আদি কৰি আত্মীয়-কুটুম্বসকলক মতাই আনিলে।
common_voice_as_22152481.mp3,কাছই সাঁতুৰি গৈ আনটো পাৰ পালে।
common_voice_as_22152522.mp3,নৰায়ে ততালিকে বাবাজীক আঠু কাঢ়ি সেৱা কৰিলে।
common_voice_as_22152523.mp3,"লেপটপ, ডেস্কটপ বা টেবলেট ডিভাইচত খেলি বেছি ভাল লাগিব।"
common_voice_as_22152524.mp3,কিন্তু আমাক শাস্তি দিওতে তেওঁবিলাকে মনত কিমান কষ্ট পায় আমি তাক নুবুজিছিলোঁ।
common_voice_as_22152525.mp3,সি বাৰু সোমাল কেনি! কেনিও সিন্ধি দিয়া নাই।
common_voice_as_22152526.mp3,নানা প্ৰকাৰ ঘৰুৱা কথা পাতি আৰু এবাৰ এখন্তক ইফালে-সিফালে ফুৰি দিনটো নিয়ালে।
common_voice_as_22152572.mp3,শুনি শুনি টোপনি গৈছিলোঁ।
common_voice_as_22152573.mp3,"বাটত বলোৱে ক'লে- ""মিছাতে সি ঘৰ-দুৱাৰ এৰিলে!"""
common_voice_as_22152575.mp3,ভবিষ্যতৰ বিপদৰ কাৰণে কিছু টকা সঞ্চয় কৰি লোৱা
common_voice_as_22152577.mp3,"দিব নোৱাৰিলেও কাটিব, আৰু সি সৰব্জান নহয় বুলি ক'লেও ৰজাই কাটিব।"
common_voice_as_22152579.mp3,"সেয়ে তিনিভাগৰ এভাগ পিঠা খাব, আৰু যি পিছত উঠিব সি দুভাগ খাবলৈ পাব।"
common_voice_as_22152588.mp3,হাবিৰ মাজে মাজে কিছুদুৰ আগ বাঢ়ি মানুহ-দুনুহ চাই-চিতি আলিলৈ উঠিল।
common_voice_as_22152593.mp3,সৰল প্ৰাণত যিহকে আহে তাকে কৈ পলাব।
common_voice_as_22152594.mp3,আৰু তাক নো কিয় সকলে বিদ্যাতকৈ আগেয়ে শিকা উচিত?
common_voice_as_22152599.mp3,টকাচেৰেক ধাৰ কৰি শাস্ত্ৰ-সমস্তকৈ পানীৰ দাঁতিতে দদায়েকৰ চুৱাটো গুচাই থ'লে।
common_voice_as_22152602.mp3,"দেউ! ইমানতে আপুনি ইয়াৰ পৰা আঁতৰ হওক, নহ'লে কাছাৰী ঘৰলৈ যাব লগাত পৰিব।"
common_voice_as_22152613.mp3,এটি ৰাজ-আলিতে আহি মিলিছেহি
common_voice_as_22152621.mp3,এনে অনিশ্চিত অৱস্থাত থাকোঁতেই পীতাম্বৰলৈ ধৰাত তেওঁ আৰু বাট চোৱা উচিত বুলি বিবেচনা নকৰিলে।
common_voice_as_22152640.mp3,কিন্তু কি আচৰিত!
common_voice_as_22152647.mp3,সুত নল'লেও তোৰ লাভ নহয়।
common_voice_as_21275737.mp3,লৰৰ কোবত চোৰটো বাঘৰ পিঠিত আৰু ৰব নোৱাৰি বাগৰি মাটিত পৰিল।
common_voice_as_21275738.mp3,ৰশ্মি পাছলকাৰে বেটুপাতৰ আৰ্হি প্ৰস্তুত কৰে।
common_voice_as_21275739.mp3,এইখিনি সময়ত অফিচৰ মানুহ প্ৰায়খিনি ওছৰৰে ঘোষ ডায়েৰিলৈ যায়।
common_voice_as_21275740.mp3,ওদালগুৰি অসমৰ বড়োলেণ্ড ক্ষেত্ৰীয় পৰিষদৰ এখন চহৰ।
common_voice_as_21275741.mp3,আগেয়ে এজনে এজনক আগত থাকে মানে মনত ৰাখিছিল।
common_voice_as_21275747.mp3,পীতাম্বৰ সেই দিনা আৰু দুবাৰ মূৰ্ছা গৈছিল।
common_voice_as_21275748.mp3,ঈশ্বৰৰ কাম বুলিহে এনে কাম আমি কৰোঁ।
common_voice_as_21275749.mp3,আকৌ ঢোল-খোল বাজিলত ডেকা-গাভৰুবিলাকে নাচিব ধৰিলে।
common_voice_as_21275750.mp3,সেই কাৰণে আপোনাৰ পৰা এটি উপদেশ লৈ ঘৰমুৱা হম
common_voice_as_21275751.mp3,"জংকি মোৰ এনেয়ে মনত বেজাৰ, তাতে তই দুখ দিবলৈ কেলেই আহিলি?"
common_voice_as_21275752.mp3,আৰু লগে লগে তেওঁৰ উপসৰ্গ আৰু প্ৰত্যয় সকলোবোৰ যায়।
common_voice_as_21275753.mp3,সিয়েই মাৰিছে বুলি পুলিচে এতিয়াও গম ধৰিব পৰা নাই।
common_voice_as_21275754.mp3,বেৰত কাঠৰ হাকোটা দুটা আছে।
common_voice_as_21275755.mp3,কিন্তু তেওঁবিলাকৰ ভাল পোৱা স্বাৰ্থশূন্য।
common_voice_as_21275756.mp3,ওঠৰ বহাগৰ দিনা প্ৰত্যুষতে উঠি তেওঁ প্ৰাতঃকৃত্য সমাপন কৰিলে।
common_voice_as_22016002.mp3,নগাঁওৰ পৰা বেছি দূৰ নহয়।
common_voice_as_22030512.mp3,বুঢ়া তামেদৰ শিল-সম হৃদয়তো এইবাৰ দুখ লাগিল।
common_voice_as_22074926.mp3,গৱেষণাৰ পৰিৱৰ্তে অইন উৎপাদনশীল প্ৰকল্পতহে ধন খৰচ কৰিবলৈ আগ্ৰহ দেখুৱালে।
common_voice_as_22085174.mp3,এতিয়া সেই সমলেৰেই সেই দিনাই বিয়াখন পাতিব লাগে।
common_voice_as_22085177.mp3,আগেয়ে দুয়ো মুখলৈ চোৱা-চুই কৰি থাকিলেও মুখৰ ভাৱ নলৰিছিল।
common_voice_as_22152181.mp3,ইয়াত অসমীয়া সাধাৰণ ডেকা-ডেকেৰীৰ চৰিত্ৰত যিখিনি সৰলতা দেখুৱাই
common_voice_as_22159537.mp3,ৰাইজে সাজি একেলালিকৈ এমাহৰ কাৰণে ভাওনা
common_voice_as_22191566.mp3,ৰজাই নিজে আহি আমাক খুজিলেহে আমি দিম!
common_voice_as_23362108.mp3,তেওঁলোক বিয়াৰ মাল কিনিবলৈ আহিছিল আৰু আগ দিনাই উলটি যোৱাৰ কথা আছিল।
common_voice_as_23598595.mp3,ৰাষ্ট্ৰীয় তথা আন্তৰাষ্ট্ৰীয় প্ৰৰ্যায়ত বিশেষ চমক প্ৰদৰ্শন কৰিবলৈ।
common_voice_as_23664187.mp3,কেঁকোৰাটোও লাহে লাহে গৈ বিলৰ পানীত নামিলগৈ।
common_voice_as_24007857.mp3,এখন নতুন আইনা কি আনিছে।
common_voice_as_24007858.mp3,তই তাৰ ঘৰলৈ গ'লে বৰ সুখেৰে থাকিবি।
common_voice_as_24007859.mp3,এই পৰিবৰ্ত্তনে তেওঁৰ আগৰ গাখীৰ বৰণীয়া গালত সেন্দুৰ ঢালিলে।
common_voice_as_24007860.mp3,আৰু ভীষণ বিস্ফোৰণ হয়।
common_voice_as_24007861.mp3,পানী শুকুৱাৰ পাছত আকৌ পাৰে।
common_voice_as_24225668.mp3,তুলা আঁতৰি গ'লতে তৎক্ষণাৎ বৰকাছজনী ওলাই সিহঁত দুয়োকে খাবলৈ দি গুচি গ'ল।
common_voice_as_24225670.mp3,দুই পক্ষৰ মাজত প্ৰচণ্ড যুঁজ আৰম্ভ হয়।
common_voice_as_24225672.mp3,যোৰহাটক অসমৰ সাংস্কৃতিক প্ৰাণকেন্দ্ৰ বুলি কোৱা হয়।
common_voice_as_24225674.mp3,কৃষি বিদ্যা শিক্ষাৰ কাৰণে ডাঙ্গৰ ডাঙ্গৰ পঢ়াশালী পাতি দিছে।
common_voice_as_24225675.mp3,চাকৰি কৰি অৱস্থাটো অলপ ভাললৈ আনিহে তেনে ইচ্ছা প্ৰকাশ কৰা উচিত হ'ব।
common_voice_as_24736288.mp3,"যাওঁতে কৈ গ'ল- ""কৰ বাৰু তহঁতে কি কৰ।"""
common_voice_as_24736289.mp3,দয়াৰাম যে ইয়াত চপনীয়া চপাৰ কথা আছিল তাকে কোনোৱে কোনোৱে কৈছিল।
common_voice_as_24736290.mp3,কেতিয়াবা নৰাইৰ ল'ৰাছোৱালীয়ে খাই থাকোঁতেই ছুই দিয়ে।
common_voice_as_24736291.mp3,যি কি নহওক যথা সময়ত সাজ তৈয়াৰ হ'ল।
common_voice_as_24736292.mp3,আমি ইয়াকে ক'ব পাৰোঁ যে যিখিনি কৰিবৰ যোগ্য সেইখিনি কৰাকে কর্তব্য বোলে।
common_voice_as_25093440.mp3,এদিন লোকেল ব'ৰ্ডৰ শ্বেয়াৰমেন স্কুলৰ কাষৰ বাটে দি গৈছিল।
common_voice_as_25109724.mp3,পোন্ধৰ হাজাৰৰ ভিতৰত অপ্প' ফ'ন।
common_voice_as_25109725.mp3,"‘বন্দে মাতৰম’ ‘জয় ভাৰত কি জয়’, জনতাৰ মাজৰ পৰা ধ্বনি আহিবলৈ ধৰে।"
common_voice_as_25111101.mp3,নতুনৰ অস্তিত্ব নাথাকে কাৰণ নতুন কেৱল বালিৰে বন্ধা গড়া
common_voice_as_28666012.mp3,কি বা প্লেন কৰিছে সিহঁতেই জানে।
common_voice_as_28666023.mp3,তাৰ পাছত কিবমায় নামেৰে আন এজনী গাভৰুৱে ক'বলৈ ধৰিলে।
common_voice_as_31690261.mp3,ডালিমী! মই মনে মনে এটা কথা থিৰ কৰিছোঁ।
common_voice_as_31690318.mp3,তেৱেঁই প্ৰথমে শিৱক তেওঁলোকৰ ৰক্ষাকৰ্তা নীলকণ্ঠ বুলি চিনাক্ত কৰে।
common_voice_as_31690319.mp3,এই বিধ উদ্ভিদক ‘ৰক্তাহাৰী গছ’ বোলে। আফ্ৰিকা দেশত এবিধ গছ আছে।
common_voice_as_32329205.mp3,তুলাও দেখিবলৈ অনেক গুণ তেজাৰ নিচিনা আছিল।
common_voice_as_32329206.mp3,যে সমগ্ৰ ব্ৰহ্মাণ্ডৰ অধীশ্বৰ শ্ৰীকৃষ্ণই এজন মাত্ৰ দেৱতাৰ ইচ্ছা পূৰণৰ বাবে।
common_voice_as_32329207.mp3,"এনেয়ে বাট চোৱাত কোনো কথা নাছিল, কিন্তু এতিয়া বাট চাব নোৱাৰি।"
common_voice_as_32329209.mp3,সেইটোও সচা যেন নালাগে! যদি তাৰ মনেই নাথাকিব।
common_voice_as_32840876.mp3,বৌয়েকৰ ওচৰ চাপি আকৌ ককায়েকৰ আগত কোৱা কথাকে দোহাৰিলে।
common_voice_as_32840879.mp3,তেওঁ কাহিনীটো প্ৰথমখন গ্ৰন্থ য'ত শেষ হৈছিল ঠিক তাৰপৰা আৰম্ভ কৰিবলৈ বিচাৰিছিল।
common_voice_as_32840880.mp3,টিভিৰ ভলিউম কম কৰকচোন।
common_voice_as_32840896.mp3,আমাৰ তেনেহ'লে কি হ'ব?
common_voice_as_32840917.mp3,"তথাপি য'ত য'ত সন্ন্যাসী-বাবাজী থকাৰ সম্ভাবনা, তেনেবোৰ ঠাইত বিচাৰিবলৈ ধৰিলে।"
common_voice_as_32840927.mp3,গৰুৰ দৰে সিংহৰ নেজৰ আগত এখোপ লোম হয়।
common_voice_as_32840968.mp3,নগৰলৈ আহিছোঁ যেতিয়া এজন জ্ঞানী উকিলৰ পৰামৰ্শ লৈ যোৱা উচিত।
common_voice_as_32840969.mp3,ৰাইজে দেখি আচৰিত মানিলে।
common_voice_as_32840981.mp3,ঘৰখনত একেজনী ছোৱালী তেজীমলা বাপেকৰ বৰ চেনেহৰ আছিল।
common_voice_as_32840982.mp3,দদায়েককো এবাৰ সোধা ভাল।
common_voice_as_32840983.mp3,শুনিলি এতিয়া তোৰ বাপেৰে মোক মিঠৈ খাবলৈ কৈছে।
common_voice_as_32840984.mp3,জীয়েকৰ বিয়াৰ পাচত হিচাপ-কিতাপ কৰি দেখিলে।
common_voice_as_32840985.mp3,"এই দোষ আমাৰ, আমি নিজকে নিজে সৰু আৰু হীন বুলি ভাবো"
common_voice_as_32840992.mp3,মুঠেই চাবা যাতে পিচত কান্দিব লগা নহয়।
common_voice_as_32840993.mp3,চিনেমাৰ পষ্টাৰ গোটাই ভাল পাওঁ।
common_voice_as_32840995.mp3,এতিয়া মই ধৰ্মকে হেৰুৱাব নোৱাৰোঁ।
common_voice_as_32841011.mp3,মিছা মানুহ চহকী হ'লে সঁচা হৈ যায়।
common_voice_as_32841012.mp3,তেওঁ যোৰহাটত নাথাকে জানো?
common_voice_as_32841013.mp3,"বাপেকে উত্তৰ দিলে- ""মই জৰিমনা দিম।"""
common_voice_as_32841014.mp3,ভাগিনীযেকৰ দৰা নো ক'ত?
common_voice_as_32841015.mp3,সৰু লৰাৰ যোগদানত এতিয়া বেন কৰা হৈছে।
common_voice_as_32841046.mp3,জংকি! মই শুনিলোঁ পানেই বোলে আকৌ পলাল।
common_voice_as_32841047.mp3,"এইখন মোৰ গাওঁ, এইখন মোৰ গাওঁ বুলি।"
common_voice_as_32841049.mp3,মালিগাওঁৰ অসমীয়া ডেকা ল'ৰা জাকক সংগঠিত কৰিছিলে।
common_voice_as_32841053.mp3,কিনাে ক'বা? তােমালােকক লৈয়েই মােৰ সকলাে চিন্তা!
common_voice_as_32843150.mp3,হিমালয় হৈছে পৃথিৱীৰ আটাইতকৈ নতুনকৈ গঠিত হোৱা পৰ্বতমালা।
common_voice_as_32843276.mp3,কলিতেই শেষ হ'ব লাগে এনে তুচ্ছ চিন্তাধাৰা।
common_voice_as_32843283.mp3,আৰু বণুৱাবোৰে খুটা বনোৱা ঠাইত বলি দিয়ে।
common_voice_as_32843346.mp3,পদুলিতে থিয় হৈ নৰায়ে চেনিৰামক মাতিলে।
common_voice_as_32843458.mp3,"এৰাতো, কিহেৰে যুঁজিম?"
common_voice_as_32843470.mp3,দুজন ভদ্ৰলোক ফুৰি ফুৰি আহি ঘাটৰ ওচৰতে নৈৰ দাঁতিত থকা আসনখনত বহিছিল।
common_voice_as_32843508.mp3,মইয়েই যে ইহঁতৰ দৰে নহ'ম কোনে জনে?
common_voice_as_32843520.mp3,তাত বহুদিনৰ পৰা হেমৰ যত্নৰ অভাব হৈছে।
common_voice_as_32843579.mp3,"আজি নাপালোঁ, কাইলৈ দিম বুলিছে।"
common_voice_as_32843580.mp3,এটা মানুহৰ পৰা মোৰ ৰূপ দহ টকা পাবলগীয়া আছিল।
common_voice_as_32843630.mp3,"টেমাত থৈ দিয়া আছে, ওলাই খাই লোৱা।"
common_voice_as_32843641.mp3,তেতিয়া সকলোৱে মহা আনন্দেৰে ৰজাৰ দৰে থাকিবলৈ ধৰিলে।
common_voice_as_32843717.mp3,তেওঁ বেগেৰে আগ বাঢ়িল।
common_voice_as_32843744.mp3,আধা মাইলৰ ভিতৰতে চৰকাৰী আলিটোৰ বিপৰীত ফালে এনে এখন গাওঁ আছিল।
common_voice_as_32843752.mp3,ই নানা প্ৰকাৰে প্ৰকাশিত হয়।
common_voice_as_32843754.mp3,এই দাংগাত এক হাজাৰৰো বেছি লোক নিহত হয়।
common_voice_as_32843795.mp3,তই যি কৈছ ময়ো তাকে শুনিছোঁ।
common_voice_as_32843796.mp3,মানুহজনে জনালে যে ল'ৰাজন ঘৰৰ পৰা পলাই আহি তেখেতৰ দোকানত বহি আছিলে।
common_voice_as_32843916.mp3,ৰেলখন পাণ্ডুৰ পিছত গুৱাহাটী ষ্টেচনত গৈ ৰখিব।
common_voice_as_32843954.mp3,আনকি স্কুলৰ শিক্ষকে বা সন্তানে নিজেই বাৰেপতি কৈ থাকে।
common_voice_as_32843961.mp3,তাৰ নো কি হ'ল! বাপেকে তাইক বল কৰি দিওঁ বুলিছিল।
common_voice_as_32844033.mp3,মহাভাৰতৰ মতে ই নৰকাসুৰ আৰু ভগদত্তৰ ৰাজ্যৰ ৰাজধানী আছিল।
common_voice_as_32844062.mp3,গীত গায় তই কৰিব লাগিব অগ্নিস্নান
common_voice_as_32844071.mp3,"আজি পেটৰ বিষ, কালিলৈ মূৰৰ কামোৰ ইত্যাদি আপত্তি উলিয়াই পথাৰলৈ নোযোৱা হ'ল।"
common_voice_as_32844120.mp3,"ৰিঙিয়াই বাপেকক মাতিলে, ""পিতাই মাখিয়ে মিঠৈবোৰ খাই আধ্যা কৰিলে।"""
common_voice_as_32844128.mp3,শেষত পৰি যোৱাৰ দৰেই অন্যবোৰৰ গাত বাগৰি বাগৰি তল পাইছিলহি।
common_voice_as_32844244.mp3,গােটেইখিনি প্রায় দুহাজাৰ টকা মানৰ দ্ৰব্য পেলনি গ'ল।
common_voice_as_32844246.mp3,পিছদিনা দুপৰীয়া শিঙৰাক খুৱাই-বুৱাই তাৰ গৰুটো চৰাবলৈ পঠিয়াই দিলে।
common_voice_as_32844247.mp3,মোলৈ খবৰটো দিয়া হ'লে মই জখলাবন্ধালৈ গৈ ঘটনাৰ আঁতি-গুৰি ল'ব পাৰিলোঁহেঁতেন।
common_voice_as_32844305.mp3,অলংকাৰ কাপোৰ থাকিলেও আজি কালিৰ ল'ৰা-ছোৱালীয়ে জানো সেইবোৰ পছন্দ কৰিব।
common_voice_as_32844331.mp3,মোৰ কালৈকো যাবলৈ মত নাই।
common_voice_as_32844398.mp3,এই বাট এৰি নতুন আলি পােন কৰি বান্ধি
common_voice_as_32844509.mp3,পুৰণিয়ে এটি নতুন আলি বান্ধিবলৈ নতুনক মাটি নিদিয়ে
common_voice_as_32844560.mp3,এতিয়া দেউতাৰে ঘটি টকা আনি দিছেহি দেখি খাবলৈ পাইছা
common_voice_as_32844564.mp3,"এখন চিৰা, পিঠা, মিঠৈৰ লাড়ু আদি থকা চাঙ্গৰ ওপৰত থকা ঠাই কৰিছিল।"
common_voice_as_32844572.mp3,আৰু বহুত লোকচান ভৰিবলগীয়া হয়।
common_voice_as_32844615.mp3,অসমীয়া সমাজ আৰু বুৰঞ্জীৰ সমল লৈ নিৰ্মিত।
common_voice_as_32844617.mp3,দেউতাৰ চফল ডেকা কালৰ কথা।
common_voice_as_32844762.mp3,হাবিৰ মাজত সোমোৱাৰ পাচত এইকেইটা কথা তেওঁৰ কাণত পৰিল।
common_voice_as_32844799.mp3,সিহঁতক কৈ কৈ ভাগৰি পৰিছে।
common_voice_as_32844852.mp3,ইয়াতকৈ টান শাস্তি তোমাৰ আৰু কি হ'ব পাৰে?
common_voice_as_32844860.mp3,মাজে মাজে মেকুৰিটোৰপৰা ভয় নোপোৱা হলে তাৰ নিচিনা সুখী আৰু কোনো নহল হেতেন।
common_voice_as_32844864.mp3,এই বিষয়টোত অধিক জ্ঞান লাভ কৰিবলৈ।
common_voice_as_32849966.mp3,"অ', হয় তো! পিচে চোৰ ওলালনে?"
common_voice_as_32849976.mp3,"এই বুধু, এইফালে আহ, বুধু সোমাই আহিল।"
